# Undirected weighted graph: digits
# digits
# Nodes: 1797 Edges: 17970
# FromNodeId	ToNodeId    Weight
0	335	0.6963177704467677
0	464	0.7361531267259689
0	855	0.7027866672509794
0	877	0.7740935724121006
0	957	0.7087214237613868
0	1029	0.7377730643171119
0	1167	0.7388646234599677
0	1365	0.7456195575005068
0	1541	0.7410763675981873
0	1697	0.7057203712226698
1	93	0.7248632493716316
1	349	0.6316885260246181
1	466	0.6381564861554706
1	1050	0.656132289704928
1	1076	0.6358820670992702
1	1112	0.6584848905809437
1	1120	0.6590795696421038
1	1380	0.6304797052092624
1	1546	0.6384115995369493
1	1634	0.6371408632266671
2	50	0.5966361349604333
2	51	0.6029493342619469
2	54	0.5738551206929671
2	57	0.6828291090809779
2	113	0.5708985527111172
2	115	0.5913248860836653
2	116	0.568761682383769
2	277	0.5768794184024011
2	502	0.5715155049597609
2	556	0.5684592252669605
3	259	0.7278449079041974
3	279	0.6501467142787662
3	347	0.6389232884262566
3	475	0.6541071885436766
3	865	0.6484846080228142
3	928	0.6295204410202148
3	961	0.6319316045877904
3	1498	0.7113498723919851
3	1518	0.6608796574217264
3	1670	0.6302392444416495
4	64	0.5874325766129113
4	97	0.605920810096427
4	100	0.63364561676973
4	1198	0.6135461476072006
4	1244	0.6161156501587769
4	1351	0.615683957678884
4	1735	0.632663497770986
4	1754	0.5944126137798964
4	1777	0.6705878353518329
4	1788	0.5891876872671874
5	73	0.6236758368984076
5	149	0.6283309403285959
5	159	0.5938624878994205
5	199	0.6093704048984675
5	203	0.6002344145967181
5	233	0.6200648620003646
5	449	0.5924065078611559
5	1226	0.6029493342619469
5	1698	0.5934969965695195
5	1740	0.5773633296887557
6	26	0.6909072553713131
6	58	0.6967128768976437
6	66	0.7181632845885821
6	82	0.7190994032830492
6	88	0.7172338873067042
6	834	0.6762281886039723
6	1131	0.6839020612137264
6	1749	0.6807089169364208
6	1755	0.6702633782916742
6	1771	0.6742100543641443
7	44	0.6269173432589749
7	263	0.5870843206954529
7	533	0.5929506349754164
7	634	0.5977619726114973
7	1135	0.6055207710311488
7	1164	0.615683957678884
7	1201	0.6578928464782969
7	1275	0.5909662916522301
7	1314	0.5876070476867007
7	1674	0.5857003616854713
8	28	0.6017790247503841
8	40	0.5874325766129113
8	183	0.6202877169904957
8	248	0.6027535684168479
8	654	0.5929506349754164
8	674	0.5922256256245463
8	943	0.5947806315711981
8	1028	0.589718773912607
8	1069	0.5977619726114973
8	1705	0.6097821579417708
9	5	0.5469162035045736
9	199	0.5775250277884939
9	220	0.5541610995599547
9	251	0.6035383608995488
9	423	0.5462771388725042
9	459	0.551214637677511
9	849	0.5589900559064704
9	1186	0.5608300305662954
9	1276	0.5521449504290363
9	1795	0.5656200272547576
10	256	0.6715659772201263
10	276	0.664865152841651
10	286	0.663010894922288
10	328	0.644684783011946
10	334	0.6963177704467677
10	571	0.6584848905809437
10	806	0.6484846080228142
10	812	0.6864399526614661
10	848	0.6449526515913399
10	1663	0.6639348030470502
11	21	0.6897761874080369
11	42	0.6651767167916913
11	56	0.644684783011946
11	90	0.652963609492597
11	107	0.6709130848755015
11	186	0.6415114685592467
11	200	0.7052972217424555
11	221	0.6692947226602732
11	227	0.723397953303221
11	476	0.686074403506669
12	388	0.6590795696421038
12	398	0.6532485889043048
12	408	0.6135461476072006
12	437	0.6027535684168479
12	461	0.6174191479331079
12	573	0.6043277956269254
12	959	0.6185151800623376
12	1014	0.6085506855421485
12	1371	0.6319316045877904
12	1547	0.6031453877354459
13	62	0.6567165691392428
13	63	0.664865152841651
13	175	0.6512663656635156
13	316	0.6605779530133208
13	345	0.68354344408107
13	1087	0.6575978051537661
13	1246	0.6479351279227415
13	1624	0.6484846080228142
13	1639	0.6725513594502159
